Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,obj,VALUBusy,VALUUtilization,SQ_WAVES,LDSBankConflict,MemUnitStalled,SQ_WAIT_INST_LDS,SQ_INSTS_VMEM_RD,SQ_INSTS_VALU,SQ_INSTS_LDS,DispatchNs,BeginNs,EndNs,CompleteNs
101595,"void miso::kernels::moe_gate_up_kernel<256>(miso::kernels::MoeGateUpParams) [clone .kd]",1,1,101898,1553930,1553930,30720,256,512,0,64,0,48,64,0x0,0x73c6a4de35c0,26.9348179220,83.4125302213,480,0.0000000000,1.4560826679,771,23712,1256456,10593,48298524027545,48298524052805,48298524239525,48298547212785
101596,"void miso::kernels::moe_down_kernel<(miso::kernels::QType)1, 256>(miso::kernels::MoeDownParams) [clone .kd]",1,1,101899,1553930,1553930,30720,256,9728,0,108,0,32,64,0x0,0x73c6a4de3640,27.4968265238,98.3630381839,480,1.2392693474,1.2415189958,2330,26976,1014536,9600,48298524178357,48298524239525,48298524391684,48298547064639
101597,"void miso::kernels::add_rmsnorm_kernel<2048u, 512>(miso::kernels::AddRmsNormParams, unsigned int) [clone .kd]",1,1,101900,1553930,1553930,512,512,512,0,28,0,32,64,0x0,0x73c6a508d680,0.0434806239,98.7695312500,8,0.0000000000,0.4566210046,16,96,616,24,48298524345493,48298524391684,48298524517284,48298546941155
101598,"void miso::kernels::q4k_gemv_kernel<(miso::kernels::ActFormat)1, 2048u, 256, 4>(miso::kernels::Q4kGemvParams) [clone .kd]",1,1,101901,1553930,1553930,61440,256,0,0,72,0,48,64,0x0,0x73c6a5072f40,29.9445968400,95.9934463585,960,0.0000000000,10.4868260935,0,32384,1202640,0,48298524489639,48298524517284,48298524695204,48298546822384
101599,"void miso::kernels::deltanet_step_kernel<256>(miso::kernels::DeltaNetStepParams) [clone .kd]",1,1,101902,1553930,1553930,8192,256,3072,0,184,0,64,64,0x0,0x73c6a5051400,3.3542976939,99.7167266187,128,0.0000000000,2.1084816659,1611,9536,84096,7616,48298524640581,48298524695204,48298524841284,48298546693968
101600,"void miso::kernels::q4k_gemv_kernel<(miso::kernels::ActFormat)1, 4096u, 256, 4>(miso::kernels::Q4kGemvParams) [clone .kd]",1,1,101903,1553930,1553930,61440,256,0,0,112,0,48,64,0x0,0x73c6a5072fc0,13.4349048507,97.3213026928,960,0.0000000000,1.8685076097,0,16384,451392,0,48298524805946,48298524841284,48298525034403,48298546580675
101601,"void miso::kernels::add_rmsnorm_kernel<2048u, 512>(miso::kernels::AddRmsNormParams, unsigned int) [clone .kd]",1,1,101904,1553930,1553930,512,512,512,0,28,0,32,64,0x0,0x73c6a508d680,0.0435925729,98.7695312500,8,0.0000000000,0.3750350969,16,96,616,24,48298524988289,48298525034403,48298525216003,48298546464437
101602,"void miso::kernels::moe_router_kernel<256>(miso::kernels::MoeRouterParams) [clone .kd]",1,1,101905,1553930,1553930,16640,256,0,0,36,0,32,64,0x0,0x73c6a4de3580,1.6165483060,94.2115461618,260,0.0000000000,0.4539595891,0,3084,25709,0,48298525187276,48298525216003,48298525367363,48298546352790
101603,"void miso::kernels::moe_gate_up_kernel<256>(miso::kernels::MoeGateUpParams) [clone .kd]",1,1,101906,1553930,1553930,30720,256,512,0,64,0,48,64,0x0,0x73c6a4de35c0,29.2424323600,83.4064853154,480,0.0000000000,1.6814596285,825,23712,1256456,10593,48298525336430,48298525367363,48298525550242,48298546238208
101604,"void miso::kernels::moe_down_kernel<(miso::kernels::QType)0, 256>(miso::kernels::MoeDownParams) [clone .kd]",1,1,101907,1553930,1553930,30720,256,9728,0,84,0,32,64,0x0,0x73c6a4de3600,19.6655306009,96.6146211365,480,4.0269160185,0.6588315879,972,14688,667240,9600,48298525488298,48298525550242,48298525679842,48298546120183
101605,"void miso::kernels::add_rmsnorm_kernel<2048u, 512>(miso::kernels::AddRmsNormParams, unsigned int) [clone .kd]",1,1,101908,1553930,1553930,512,512,512,0,28,0,32,64,0x0,0x73c6a508d680,0.0443170330,98.7695312500,8,0.0000000000,0.5485570788,16,96,616,24,48298525633798,48298525679842,48298525805922,48298545986119
101606,"void miso::kernels::q4k_gemv_kernel<(miso::kernels::ActFormat)1, 2048u, 256, 4>(miso::kernels::Q4kGemvParams) [clone .kd]",1,1,101909,1553930,1553930,61440,256,0,0,72,0,48,64,0x0,0x73c6a5072f40,25.0351438378,96.1342543544,960,0.0000000000,10.1396643576,0,26112,932160,0,48298525777960,48298525805922,48298525970082,48298545876093
101607,"void miso::kernels::attn_prep_kernel<256>(miso::kernels::AttnPrepParams) [clone .kd]",1,1,101910,1553930,1553930,4608,256,1536,0,28,0,64,64,0x0,0x73c6a5032400,0.3730105168,97.9857708255,72,0.0000000000,0.8161601806,104,170,4946,288,48298525919184,48298525970082,48298526156801,48298545760063
101608,"void miso::kernels::attn_split_kernel<256>(miso::kernels::AttnSplitParams) [clone .kd]",1,1,101911,1553930,1553930,4608,256,26112,0,96,0,48,64,0x0,0x73c6a5032440,2.8777048712,96.5673727375,72,0.4969672371,0.2286743815,5436,1136,74994,22784,48298526129594,48298526156801,48298526325601,48298545644292
101609,"void miso::kernels::attn_combine_kernel<256>(miso::kernels::AttnCombineParams) [clone .kd]",1,1,101912,1553930,1553930,4096,256,0,0,16,0,32,64,0x0,0x73c6a5032480,0.5024114361,99.4561464088,64,0.0000000000,0.2651448639,0,2368,9152,0,48298526288990,48298526325601,48298526455201,48298545530848
101610,"void miso::kernels::q4k_gemv_kernel<(miso::kernels::ActFormat)1, 4096u, 256, 4>(miso::kernels::Q4kGemvParams) [clone .kd]",1,1,101913,1553930,1553930,61440,256,0,0,112,0,48,64,0x0,0x73c6a5072fc0,13.8902250210,97.3213026928,960,0.0000000000,1.4698056774,0,16384,451392,0,48298526425506,48298526455201,48298526621281,48298545421376
101611,"void miso::kernels::add_rmsnorm_kernel<2048u, 512>(miso::kernels::AddRmsNormParams, unsigned int) [clone .kd]",1,1,101914,1553930,1553930,512,512,512,0,28,0,32,64,0x0,0x73c6a508d680,0.0449311991,98.7695312500,8,0.0000000000,0.5049132344,16,96,616,24,48298526575523,48298526621281,48298526750400,48298545306045
101612,"void miso::kernels::moe_router_kernel<256>(miso::kernels::MoeRouterParams) [clone .kd]",1,1,101915,1553930,1553930,16640,256,0,0,36,0,32,64,0x0,0x73c6a4de3580,1.6352989598,94.2115461618,260,0.0000000000,0.2970297030,0,3084,25709,0,48298526723576,48298526750400,48298526899360,48298545193362
101613,"void miso::kernels::moe_gate_up_kernel<256>(miso::kernels::MoeGateUpParams) [clone .kd]",1,1,101916,1553930,1553930,30720,256,512,0,64,0,48,64,0x0,0x73c6a4de35c0,28.8471363388,83.4046077743,480,0.0000000000,2.0859498890,751,23712,1256456,10593,48298526869789,48298526899360,48298527073920,48298545073943
101614,"void miso::kernels::moe_down_kernel<(miso::kernels::QType)0, 256>(miso::kernels::MoeDownParams) [clone .kd]",1,1,101917,1553930,1553930,30720,256,9728,0,84,0,32,64,0x0,0x73c6a4de3600,19.4661084392,96.6131900377,480,3.9860212449,1.4619120424,1013,14688,667240,9600,48298527012443,48298527073920,48298527214560,48298544958258
101615,"void miso::kernels::add_rmsnorm_kernel<2048u, 512>(miso::kernels::AddRmsNormParams, unsigned int) [clone .kd]",1,1,101918,1553930,1553930,512,512,512,0,28,0,32,64,0x0,0x73c6a508d680,0.0446024113,98.7695312500,8,0.0000000000,0.9970516754,19,96,616,24,48298527166773,48298527214560,48298527341119,48298544845565
101616,"void miso::kernels::q6k_gemv_kernel<2048u, 256, 2>(miso::kernels::Q6kGemvParams) [clone .kd]",1,1,101919,1553930,1553930,122880,256,0,0,60,0,32,64,0x0,0x73c6a5073000,39.7339807643,97.7382186185,1920,0.0000000000,11.7426498664,0,48128,1430784,0,48298527312622,48298527341119,48298527504479,48298544736681
101617,"void miso::kernels::q4k_gemv_kernel<(miso::kernels::ActFormat)1, 2048u, 256, 4>(miso::kernels::Q4kGemvParams) [clone .kd]",1,1,101920,1553930,1553930,61440,256,0,0,72,0,48,64,0x0,0x73c6a5072f40,17.4669356412,96.7229105039,960,0.0000000000,5.4643261608,0,16000,496080,0,48298527451225,48298527504479,48298527644479,48298544624793
101618,"void miso::kernels::deltanet_step_kernel<256>(miso::kernels::DeltaNetStepParams) [clone .kd]",1,1,101921,1553930,1553930,8192,256,3072,0,184,0,64,64,0x0,0x73c6a5051400,3.2910118678,99.7167266187,128,0.0000000000,1.7873739091,1677,9536,84096,7616,48298527603748,48298527644479,48298527783359,48298544510179
101619,"void miso::kernels::q4k_gemv_kernel<(miso::kernels::ActFormat)1, 4096u, 256, 4>(miso::kernels::Q4kGemvParams) [clone .kd]",1,1,101922,1553930,1553930,61440,256,0,0,112,0,48,64,0x0,0x73c6a5072fc0,14.2403538490,97.3208739211,960,0.0000000000,1.7854814373,0,16384,451392,0,48298527744546,48298527783359,48298527929438,48298544394048
101620,"void miso::kernels::add_rmsnorm_kernel<2048u, 512>(miso::kernels::AddRmsNormParams, unsigned int) [clone .kd]",1,1,101923,1553930,1553930,512,512,512,0,28,0,32,64,0x0,0x73c6a508d680,0.0418071124,98.7695312500,8,0.0000000000,1.0640345941,17,96,616,24,48298527884087,48298527929438,48298528054238,48298544277588
101621,"void miso::kernels::moe_router_kernel<256>(miso::kernels::MoeRouterParams) [clone .kd]",1,1,101924,1553930,1553930,16640,256,0,0,36,0,32,64,0x0,0x73c6a4de3580,1.7757597920,94.2115461618,260,0.0000000000,2.3369444708,0,3084,25709,0,48298528025193,48298528054238,48298528198558,48298544151058
101622,"void miso::kernels::moe_gate_up_kernel<256>(miso::kernels::MoeGateUpParams) [clone .kd]",1,1,101925,1553930,1553930,30720,256,512,0,64,0,48,64,0x0,0x73c6a4de35c0,25.6102033555,83.4038418086,480,0.0000000000,1.8826185375,688,23712,1256456,10593,48298528171391,48298528198558,48298528802716,48298544008006
101623,"void miso::kernels::moe_down_kernel<(miso::kernels::QType)1, 256>(miso::kernels::MoeDownParams) [clone .kd]",1,1,101926,1553930,1553930,30720,256,9728,0,108,0,32,64,0x0,0x73c6a4de3640,25.3141897914,98.3620761324,480,1.1408877533,2.2919835779,2315,26976,1014536,9600,48298528737729,48298528802716,48298536037104,48298543873884
101624,"void miso::kernels::add_rmsnorm_kernel<2048u, 512>(miso::kernels::AddRmsNormParams, unsigned int) [clone .kd]",1,1,101927,1553930,1553930,512,512,512,0,28,0,32,64,0x0,0x73c6a508d680,0.0386739664,98.7695312500,8,0.0000000000,1.5014142353,18,96,616,24,48298535999906,48298536037104,48298536205263,48298543749959
101625,"void miso::kernels::q4k_gemv_kernel<(miso::kernels::ActFormat)1, 2048u, 256, 4>(miso::kernels::Q4kGemvParams) [clone .kd]",1,1,101928,1553930,1553930,61440,256,0,0,72,0,48,64,0x0,0x73c6a5072f40,29.9435457312,95.9869067426,960,0.0000000000,10.1414089236,0,32384,1202640,0,48298536182337,48298536205263,48298536391183,48298543627333
101626,"void miso::kernels::deltanet_step_kernel<256>(miso::kernels::DeltaNetStepParams) [clone .kd]",1,1,101929,1553930,1553930,8192,256,3072,0,184,0,64,64,0x0,0x73c6a5051400,3.2189897235,99.7167266187,128,0.0000000000,3.7701373121,1821,9536,84096,7616,48298536340445,48298536391183,48298536498543,48298543399743
101627,"void miso::kernels::q4k_gemv_kernel<(miso::kernels::ActFormat)1, 4096u, 256, 4>(miso::kernels::Q4kGemvParams) [clone .kd]",1,1,101930,1553930,1553930,61440,256,0,0,112,0,48,64,0x0,0x73c6a5072fc0,13.9027318388,97.3213026928,960,0.0000000000,1.6253435800,0,16384,451392,0,48298536464014,48298536498543,48298536628783,48298543273483
101628,"void miso::kernels::add_rmsnorm_kernel<2048u, 512>(miso::kernels::AddRmsNormParams, unsigned int) [clone .kd]",1,1,101931,1553930,1553930,512,512,512,0,28,0,32,64,0x0,0x73c6a508d680,0.0420775805,98.7695312500,8,0.0000000000,0.4336724355,17,96,616,24,48298536588776,48298536628783,48298536734222,48298543056183
101629,"void miso::kernels::moe_router_kernel<256>(miso::kernels::MoeRouterParams) [clone .kd]",1,1,101932,1553930,1553930,16640,256,0,0,36,0,32,64,0x0,0x73c6a4de3580,1.7019743759,94.2115461618,260,0.0000000000,0.4724203231,0,3084,25709,0,48298536711816,48298536734222,48298536860462,48298542919501
101630,"void miso::kernels::moe_gate_up_kernel<256>(miso::kernels::MoeGateUpParams) [clone .kd]",1,1,101933,1553930,1553930,30720,256,512,0,64,0,48,64,0x0,0x73c6a4de35c0,29.0700399467,83.4121182140,480,0.0000000000,1.3288490473,736,23712,1256456,10593,48298536837533,48298536860462,48298537025102,48298542811383
101631,"void miso::kernels::moe_down_kernel<(miso::kernels::QType)0, 256>(miso::kernels::MoeDownParams) [clone .kd]",1,1,101934,1553930,1553930,30720,256,9728,0,84,0,32,64,0x0,0x73c6a4de3600,20.0468283239,96.6141918024,480,4.1049762147,0.5954209509,1090,14688,667240,9600,48298536966953,48298537025102,48298537136942,48298542702056
101632,"void miso::kernels::add_rmsnorm_kernel<2048u, 512>(miso::kernels::AddRmsNormParams, unsigned int) [clone .kd]",1,1,101935,1553930,1553930,512,512,512,0,28,0,32,64,0x0,0x73c6a508d680,0.0434239809,98.7695312500,8,0.0000000000,0.4969496182,16,96,616,24,48298537095979,48298537136942,48298537254701,48298542590173
101633,"void miso::kernels::q4k_gemv_kernel<(miso::kernels::ActFormat)1, 2048u, 256, 4>(miso::kernels::Q4kGemvParams) [clone .kd]",1,1,101936,1553930,1553930,61440,256,0,0,72,0,48,64,0x0,0x73c6a5072f40,29.6394338374,95.9880097478,960,0.0000000000,9.7201883203,0,32384,1202640,0,48298537230673,48298537254701,48298537417741,48298542480324
101634,"void miso::kernels::deltanet_step_kernel<256>(miso::kernels::DeltaNetStepParams) [clone .kd]",1,1,101937,1553930,1553930,8192,256,3072,0,184,0,64,64,0x0,0x73c6a5051400,3.3050973399,99.7167266187,128,0.0000000000,2.7089644340,1915,9536,84096,7616,48298537359104,48298537417741,48298537527981,48298542367254
101635,"void miso::kernels::q4k_gemv_kernel<(miso::kernels::ActFormat)1, 4096u, 256, 4>(miso::kernels::Q4kGemvParams) [clone .kd]",1,1,101938,1553930,1553930,61440,256,0,0,112,0,48,64,0x0,0x73c6a5072fc0,14.0324634778,97.3210883065,960,0.0000000000,1.2253375794,0,16384,451392,0,48298537494584,48298537527981,48298537667341,48298542253500
101636,"void miso::kernels::add_rmsnorm_kernel<2048u, 512>(miso::kernels::AddRmsNormParams, unsigned int) [clone .kd]",1,1,101939,1553930,1553930,512,512,512,0,28,0,32,64,0x0,0x73c6a508d680,0.0438957476,98.7695312500,8,0.0000000000,0.4012151687,30,96,616,24,48298537626693,48298537667341,48298537793741,48298542252800
101637,"void miso::kernels::moe_router_kernel<256>(miso::kernels::MoeRouterParams) [clone .kd]",1,1,101940,1553930,1553930,16640,256,0,0,36,0,32,64,0x0,0x73c6a4de3580,1.7445712917,94.2115461618,260,0.0000000000,0.4520341537,0,3084,25709,0,48298537764649,48298537793741,48298537926060,48298562649126
101638,"void miso::kernels::moe_gate_up_kernel<256>(miso::kernels::MoeGateUpParams) [clone .kd]",1,1,101941,1553930,1553930,30720,256,512,0,64,0,48,64,0x0,0x73c6a4de35c0,29.2071688807,83.4166333314,480,0.0000000000,1.7137540392,1166,23712,1256456,10593,48298537902114,48298537926060,48298538087820,48298562534231
101639,"void miso::kernels::moe_down_kernel<(miso::kernels::QType)0, 256>(miso::kernels::MoeDownParams) [clone .kd]",1,1,101942,1553930,1553930,30720,256,9728,0,84,0,32,64,0x0,0x73c6a4de3600,20.0419190120,96.6154798161,480,4.1040256502,1.0046374744,978,14688,667240,9600,48298538029261,48298538087820,48298538205100,48298562426729
101640,"void miso::kernels::add_rmsnorm_kernel<2048u, 512>(miso::kernels::AddRmsNormParams, unsigned int) [clone .kd]",1,1,101943,1553930,1553930,512,512,512,0,28,0,32,64,0x0,0x73c6a508d680,0.0406194466,98.7695312500,8,0.0000000000,1.0425627791,16,96,616,24,48298538163504,48298538205100,48298538312140,48298562277708
101641,"void miso::kernels::q4k_gemv_kernel<(miso::kernels::ActFormat)1, 2048u, 256, 4>(miso::kernels::Q4kGemvParams) [clone .kd]",1,1,101944,1553930,1553930,61440,256,0,0,72,0,48,64,0x0,0x73c6a5072f40,24.6940709248,96.1614732611,960,0.0000000000,8.8489356456,0,25088,888000,0,48298538287386,48298538312140,48298538461579,48298562126131
101642,"void miso::kernels::q6k_gemv_kernel<2048u, 256, 1>(miso::kernels::Q6kGemvParams) [clone .kd]",1,1,101945,1553930,1553930,61440,256,0,0,60,0,32,64,0x0,0x73c6a5073040,8.8340854604,97.9845951231,960,0.0000000000,0.4073008452,0,6144,149312,0,48298538417786,48298538461579,48298538564619,48298562012828
101643,"void miso::kernels::attn_prep_kernel<256>(miso::kernels::AttnPrepParams) [clone .kd]",1,1,101946,1553930,1553930,4608,256,1536,0,28,0,64,64,0x0,0x73c6a5032400,0.3754015084,97.9857708255,72,0.0000000000,0.7372054374,93,170,4946,288,48298538540287,48298538564619,48298538734059,48298561891115
101644,"void miso::kernels::attn_split_kernel<256>(miso::kernels::AttnSplitParams) [clone .kd]",1,1,101947,1553930,1553930,4608,256,26112,0,96,0,48,64,0x0,0x73c6a5032440,2.9258656396,96.5673727375,72,0.5052843944,0.1629254164,4795,1136,74994,22784,48298538712816,48298538734059,48298538881099,48298561778338
101645,"void miso::kernels::attn_combine_kernel<256>(miso::kernels::AttnCombineParams) [clone .kd]",1,1,101948,1553930,1553930,4096,256,0,0,16,0,32,64,0x0,0x73c6a5032480,0.6755543114,99.4561464088,64,0.0000000000,0.1279036717,0,2368,9152,0,48298538842645,48298538881099,48298539048298,48298561662802
101646,"void miso::kernels::q4k_gemv_kernel<(miso::kernels::ActFormat)1, 4096u, 256, 4>(miso::kernels::Q4kGemvParams) [clone .kd]",1,1,101949,1553930,1553930,61440,256,0,0,112,0,48,64,0x0,0x73c6a5072fc0,13.2904714225,97.3213026928,960,0.0000000000,1.8945130741,0,16384,451392,0,48298539024192,48298539048298,48298539243178,48298561548155
101647,"void miso::kernels::add_rmsnorm_kernel<2048u, 512>(miso::kernels::AddRmsNormParams, unsigned int) [clone .kd]",1,1,101950,1553930,1553930,512,512,512,0,28,0,32,64,0x0,0x73c6a508d680,0.0425934060,98.7695312500,8,0.0000000000,0.4709719240,27,96,616,24,48298539200816,48298539243178,48298539385418,48298561409103
101648,"void miso::kernels::moe_router_kernel<256>(miso::kernels::MoeRouterParams) [clone .kd]",1,1,101951,1553930,1553930,16640,256,0,0,36,0,32,64,0x0,0x73c6a4de3580,1.6745852332,94.2115461618,260,0.0000000000,0.3241443757,0,3084,25709,0,48298539360668,48298539385418,48298539539978,48298561213294
101649,"void miso::kernels::moe_gate_up_kernel<256>(miso::kernels::MoeGateUpParams) [clone .kd]",1,1,101952,1553930,1553930,30720,256,512,0,64,0,48,64,0x0,0x73c6a4de35c0,29.5860438012,83.4065856044,480,0.0000000000,1.6450121806,882,23712,1256456,10593,48298539510615,48298539539978,48298539731977,48298561043665
101650,"void miso::kernels::moe_down_kernel<(miso::kernels::QType)1, 256>(miso::kernels::MoeDownParams) [clone .kd]",1,1,101953,1553930,1553930,30720,256,9728,0,108,0,32,64,0x0,0x73c6a4de3640,29.9538021666,98.3556308723,480,1.3499024485,0.8512530049,2247,26976,1014536,9600,48298539670472,48298539731977,48298539860297,48298560896553
101651,"void miso::kernels::add_rmsnorm_kernel<2048u, 512>(miso::kernels::AddRmsNormParams, unsigned int) [clone .kd]",1,1,101954,1553930,1553930,512,512,512,0,28,0,32,64,0x0,0x73c6a508d680,0.0431569294,98.7695312500,8,0.0000000000,0.5210981190,16,96,616,24,48298539810491,48298539860297,48298539979497,48298560769488
101652,"void miso::kernels::q4k_gemv_kernel<(miso::kernels::ActFormat)1, 2048u, 256, 4>(miso::kernels::Q4kGemvParams) [clone .kd]",1,1,101955,1553930,1553930,61440,256,0,0,72,0,48,64,0x0,0x73c6a5072f40,29.4726032368,95.9891127784,960,0.0000000000,11.2141722275,0,32384,1202640,0,48298539953407,48298539979497,48298540170057,48298560640819
101653,"void miso::kernels::deltanet_step_kernel<256>(miso::kernels::DeltaNetStepParams) [clone .kd]",1,1,101956,1553930,1553930,8192,256,3072,0,184,0,64,64,0x0,0x73c6a5051400,3.4065496431,99.7167266187,128,0.0000000000,1.8898714358,1717,9536,84096,7616,48298540115472,48298540170057,48298540299976,48298560497350
101654,"void miso::kernels::q4k_gemv_kernel<(miso::kernels::ActFormat)1, 4096u, 256, 4>(miso::kernels::Q4kGemvParams) [clone .kd]",1,1,101957,1553930,1553930,61440,256,0,0,112,0,48,64,0x0,0x73c6a5072fc0,13.7216922389,97.3213026928,960,0.0000000000,2.0542685268,0,16384,451392,0,48298540263667,48298540299976,48298540459336,48298560389147
101655,"void miso::kernels::add_rmsnorm_kernel<2048u, 512>(miso::kernels::AddRmsNormParams, unsigned int) [clone .kd]",1,1,101958,1553930,1553930,512,512,512,0,28,0,32,64,0x0,0x73c6a508d680,0.0451728568,98.7695312500,8,0.0000000000,0.4395560683,18,96,616,24,48298540411337,48298540459336,48298540583016,48298560282337
101656,"void miso::kernels::moe_router_kernel<256>(miso::kernels::MoeRouterParams) [clone .kd]",1,1,101959,1553930,1553930,16640,256,0,0,36,0,32,64,0x0,0x73c6a4de3580,1.5553380783,94.2115461618,260,0.0000000000,0.4626841704,0,3084,25709,0,48298540555030,48298540583016,48298540746536,48298560171189
101657,"void miso::kernels::moe_gate_up_kernel<256>(miso::kernels::MoeGateUpParams) [clone .kd]",1,1,101960,1553930,1553930,30720,256,512,0,64,0,48,64,0x0,0x73c6a4de35c0,29.6053731802,83.4002152639,480,0.0000000000,1.7300654671,723,23712,1256456,10593,48298540715100,48298540746536,48298540914375,48298560055297
101658,"void miso::kernels::moe_down_kernel<(miso::kernels::QType)0, 256>(miso::kernels::MoeDownParams) [clone .kd]",1,1,101961,1553930,1553930,30720,256,9728,0,84,0,32,64,0x0,0x73c6a4de3600,19.7435177549,96.6146211365,480,4.0428854691,0.7517133686,985,14688,667240,9600,48298540850887,48298540914375,48298541040615,48298559940583
101659,"void miso::kernels::add_rmsnorm_kernel<2048u, 512>(miso::kernels::AddRmsNormParams, unsigned int) [clone .kd]",1,1,101962,1553930,1553930,512,512,512,0,28,0,32,64,0x0,0x73c6a508d680,0.0427008273,98.7695312500,8,0.0000000000,0.5290390707,16,96,616,24,48298540993402,48298541040615,48298541327495,48298559816459
101660,"void miso::kernels::q4k_gemv_kernel<(miso::kernels::ActFormat)1, 2048u, 256, 4>(miso::kernels::Q4kGemvParams) [clone .kd]",1,1,101963,1553930,1553930,61440,256,0,0,72,0,48,64,0x0,0x73c6a5072f40,27.6914561853,95.9922644342,960,0.0000000000,10.3507053029,0,32384,1202640,0,48298541304575,48298541327495,48298541584934,48298559689490
101661,"void miso::kernels::deltanet_step_kernel<256>(miso::kernels::DeltaNetStepParams) [clone .kd]",1,1,101964,1553930,1553930,8192,256,3072,0,184,0,64,64,0x0,0x73c6a5051400,3.3940725819,99.7167266187,128,0.0000000000,2.0106356886,1506,9536,84096,7616,48298541530097,48298541584934,48298541766374,48298559529546
101662,"void miso::kernels::q4k_gemv_kernel<(miso::kernels::ActFormat)1, 4096u, 256, 4>(miso::kernels::Q4kGemvParams) [clone .kd]",1,1,101965,1553930,1553930,61440,256,0,0,112,0,48,64,0x0,0x73c6a5072fc0,13.5891587039,97.3208739211,960,0.0000000000,1.0623229462,0,16384,451392,0,48298541731581,48298541766374,48298541903174,48298559376777
101663,"void miso::kernels::add_rmsnorm_kernel<2048u, 512>(miso::kernels::AddRmsNormParams, unsigned int) [clone .kd]",1,1,101966,1553930,1553930,512,512,512,0,28,0,32,64,0x0,0x73c6a508d680,0.0455743075,98.7695312500,8,0.0000000000,0.3608204789,19,96,616,24,48298541862793,48298541903174,48298542008453,48298559265358
101664,"void miso::kernels::moe_router_kernel<256>(miso::kernels::MoeRouterParams) [clone .kd]",1,1,101967,1553930,1553930,16640,256,0,0,36,0,32,64,0x0,0x73c6a4de3580,1.3060693901,94.2115461618,260,0.0000000000,0.4182658270,0,3084,25709,0,48298541986054,48298542008453,48298542171013,48298559155765
101665,"void miso::kernels::moe_gate_up_kernel<256>(miso::kernels::MoeGateUpParams) [clone .kd]",1,1,101968,1553930,1553930,30720,256,512,0,64,0,48,64,0x0,0x73c6a4de35c0,25.8624413201,83.3964268186,480,0.0000000000,1.2079904517,859,23712,1256456,10593,48298542137758,48298542171013,48298543585891,48298559040852
101666,"void miso::kernels::moe_down_kernel<(miso::kernels::QType)0, 256>(miso::kernels::MoeDownParams) [clone .kd]",1,1,101969,1553930,1553930,30720,256,9728,0,84,0,32,64,0x0,0x73c6a4de3600,17.5654655967,96.6167678641,480,3.5969650607,0.5891380118,901,14688,667240,9600,48298543525057,48298543585891,48298547695644,48298558926883
101667,"void miso::kernels::add_rmsnorm_kernel<2048u, 512>(miso::kernels::AddRmsNormParams, unsigned int) [clone .kd]",1,1,101970,1553930,1553930,512,512,512,0,28,0,32,64,0x0,0x73c6a508d680,0.0378613093,98.7695312500,8,0.0000000000,0.4764261849,19,96,616,24,48298547666351,48298547695644,48298547837244,48298558813214
101668,"void miso::kernels::q6k_gemv_kernel<2048u, 256, 2>(miso::kernels::Q6kGemvParams) [clone .kd]",1,1,101971,1553930,1553930,122880,256,0,0,60,0,32,64,0x0,0x73c6a5073000,35.7060197211,97.7443806972,1920,0.0000000000,11.2815192386,0,48128,1430784,0,48298547814033,48298547837244,48298548002523,48298558699773
101669,"void miso::kernels::q4k_gemv_kernel<(miso::kernels::ActFormat)1, 2048u, 256, 4>(miso::kernels::Q4kGemvParams) [clone .kd]",1,1,101972,1553930,1553930,61440,256,0,0,72,0,48,64,0x0,0x73c6a5072f40,16.2495786335,96.7223317083,960,0.0000000000,4.8986857063,0,16000,496080,0,48298547955494,48298548002523,48298548134683,48298558583622
101670,"void miso::kernels::deltanet_step_kernel<256>(miso::kernels::DeltaNetStepParams) [clone .kd]",1,1,101973,1553930,1553930,8192,256,3072,0,184,0,64,64,0x0,0x73c6a5051400,3.2340858691,99.7167266187,128,0.0000000000,1.3456582633,1944,9536,84096,7616,48298548099426,48298548134683,48298548265083,48298558474377
101671,"void miso::kernels::q4k_gemv_kernel<(miso::kernels::ActFormat)1, 4096u, 256, 4>(miso::kernels::Q4kGemvParams) [clone .kd]",1,1,101974,1553930,1553930,61440,256,0,0,112,0,48,64,0x0,0x73c6a5072fc0,13.3781282786,97.3213026928,960,0.0000000000,0.8480897141,0,16384,451392,0,48298548232924,48298548265083,48298548448282,48298558365002
101672,"void miso::kernels::add_rmsnorm_kernel<2048u, 512>(miso::kernels::AddRmsNormParams, unsigned int) [clone .kd]",1,1,101975,1553930,1553930,512,512,512,0,28,0,32,64,0x0,0x73c6a508d680,0.0412844629,98.7695312500,8,0.0000000000,0.3781184497,13,96,616,24,48298548408185,48298548448282,48298548580122,48298558256860
101673,"void miso::kernels::moe_router_kernel<256>(miso::kernels::MoeRouterParams) [clone .kd]",1,1,101976,1553930,1553930,16640,256,0,0,36,0,32,64,0x0,0x73c6a4de3580,1.6022656450,94.2115461618,260,0.0000000000,0.4391089669,0,3084,25709,0,48298548558300,48298548580122,48298548730362,48298558148361
101674,"void miso::kernels::moe_gate_up_kernel<256>(miso::kernels::MoeGateUpParams) [clone .kd]",1,1,101977,1553930,1553930,30720,256,512,0,64,0,48,64,0x0,0x73c6a4de35c0,27.7080107622,83.4133563879,480,0.0000000000,1.9068726164,835,23712,1256456,10593,48298548707371,48298548730362,48298548904922,48298558036265
