ts,edge_c,junction_c,mem_c,sclk,mclk,power_w
1790423707,33.0,34.0,38.0,930Mhz,350Mhz,16.0
1790423709,34.0,34.0,38.0,930Mhz,350Mhz,16.0
1790423710,33.0,34.0,38.0,930Mhz,350Mhz,16.0
1790423712,34.0,34.0,38.0,930Mhz,350Mhz,16.0
1790423713,33.0,34.0,38.0,930Mhz,350Mhz,16.0
1790423714,33.0,34.0,38.0,930Mhz,350Mhz,16.0
1790423716,33.0,34.0,38.0,930Mhz,350Mhz,16.0
1790423717,33.0,34.0,38.0,930Mhz,350Mhz,16.0
1790423719,34.0,34.0,38.0,930Mhz,350Mhz,16.0
1790423720,33.0,34.0,38.0,930Mhz,350Mhz,16.0
1790423722,33.0,34.0,38.0,930Mhz,350Mhz,16.0
1790423723,33.0,34.0,38.0,930Mhz,350Mhz,16.0
1790423725,34.0,34.0,38.0,930Mhz,350Mhz,16.0
1790423726,33.0,34.0,38.0,930Mhz,350Mhz,16.0
1790423727,34.0,34.0,38.0,930Mhz,350Mhz,16.0
1790423729,33.0,34.0,38.0,930Mhz,350Mhz,16.0
1790423730,34.0,34.0,38.0,930Mhz,350Mhz,16.0
1790423732,33.0,34.0,38.0,930Mhz,350Mhz,16.0
1790423733,33.0,34.0,38.0,930Mhz,350Mhz,16.0
1790423735,33.0,34.0,38.0,930Mhz,350Mhz,16.0
1790423736,34.0,34.0,38.0,930Mhz,350Mhz,16.0
1790423738,33.0,34.0,38.0,930Mhz,350Mhz,16.0
1790423739,34.0,34.0,38.0,930Mhz,350Mhz,16.0
1790423741,33.0,34.0,38.0,930Mhz,350Mhz,16.0
1790423742,34.0,34.0,38.0,930Mhz,350Mhz,16.0
1790423743,33.0,34.0,38.0,930Mhz,350Mhz,16.0
1790423745,33.0,34.0,38.0,930Mhz,350Mhz,16.0
1790423746,33.0,34.0,38.0,930Mhz,350Mhz,16.0
1790423748,33.0,34.0,38.0,930Mhz,350Mhz,16.0
1790423749,34.0,34.0,38.0,930Mhz,350Mhz,16.0
1790423751,33.0,34.0,38.0,930Mhz,350Mhz,16.0
1790423752,34.0,34.0,38.0,930Mhz,350Mhz,16.0
1790423754,33.0,34.0,38.0,930Mhz,350Mhz,16.0
1790423755,34.0,34.0,38.0,930Mhz,350Mhz,16.0
1790423756,33.0,34.0,38.0,930Mhz,350Mhz,16.0
1790423758,33.0,34.0,38.0,930Mhz,350Mhz,16.0
1790423759,33.0,34.0,38.0,930Mhz,350Mhz,16.0
1790423761,34.0,34.0,38.0,930Mhz,350Mhz,16.0
1790423762,33.0,34.0,38.0,930Mhz,350Mhz,16.0
1790423764,33.0,34.0,38.0,930Mhz,350Mhz,16.0
1790423765,33.0,34.0,38.0,930Mhz,350Mhz,16.0
1790423767,33.0,34.0,38.0,930Mhz,350Mhz,16.0
1790423768,33.0,34.0,38.0,930Mhz,350Mhz,16.0
1790423770,33.0,34.0,38.0,930Mhz,350Mhz,16.0
1790423771,33.0,34.0,38.0,930Mhz,350Mhz,16.0
1790423772,33.0,34.0,38.0,930Mhz,350Mhz,16.0
1790423774,33.0,34.0,38.0,930Mhz,350Mhz,16.0
1790423775,33.0,34.0,38.0,930Mhz,350Mhz,16.0
1790423777,33.0,34.0,38.0,930Mhz,350Mhz,16.0
1790423778,33.0,34.0,38.0,930Mhz,350Mhz,16.0
1790423780,34.0,34.0,38.0,930Mhz,350Mhz,16.0
1790423781,33.0,34.0,38.0,930Mhz,350Mhz,16.0
1790423783,33.0,34.0,38.0,930Mhz,350Mhz,16.0
1790423784,33.0,34.0,38.0,930Mhz,350Mhz,16.0
1790423785,34.0,34.0,38.0,930Mhz,350Mhz,16.0
1790423787,33.0,34.0,38.0,930Mhz,350Mhz,16.0
1790423788,33.0,34.0,38.0,930Mhz,350Mhz,16.0
1790423790,33.0,34.0,38.0,930Mhz,350Mhz,16.0
1790423791,33.0,34.0,38.0,930Mhz,350Mhz,16.0
1790423793,34.0,34.0,38.0,930Mhz,350Mhz,16.0
1790423794,33.0,34.0,38.0,930Mhz,350Mhz,16.0
1790423796,33.0,34.0,38.0,930Mhz,350Mhz,16.0
1790423797,33.0,34.0,38.0,930Mhz,350Mhz,16.0
1790423799,33.0,34.0,38.0,930Mhz,350Mhz,16.0
1790423800,33.0,34.0,38.0,930Mhz,350Mhz,16.0
1790423801,33.0,34.0,38.0,930Mhz,350Mhz,16.0
1790423803,34.0,34.0,38.0,930Mhz,350Mhz,16.0
1790423804,33.0,34.0,38.0,930Mhz,350Mhz,16.0
1790423806,33.0,34.0,39.0,930Mhz,350Mhz,16.0
1790423807,33.0,34.0,38.0,930Mhz,350Mhz,16.0
1790423809,33.0,34.0,38.0,930Mhz,350Mhz,16.0
1790423810,33.0,34.0,38.0,930Mhz,350Mhz,16.0
1790423812,33.0,34.0,38.0,930Mhz,350Mhz,16.0
1790423813,33.0,34.0,38.0,930Mhz,350Mhz,16.0
1790423815,33.0,34.0,38.0,930Mhz,350Mhz,16.0
1790423816,33.0,34.0,38.0,930Mhz,350Mhz,16.0
1790423817,33.0,34.0,39.0,930Mhz,350Mhz,16.0
1790423819,33.0,34.0,38.0,930Mhz,350Mhz,16.0
1790423820,34.0,34.0,38.0,930Mhz,350Mhz,16.0
1790423822,33.0,34.0,38.0,930Mhz,350Mhz,16.0
1790423823,33.0,34.0,39.0,930Mhz,350Mhz,16.0
1790423825,33.0,34.0,38.0,930Mhz,350Mhz,16.0
1790423826,33.0,34.0,38.0,930Mhz,350Mhz,16.0
1790423828,33.0,34.0,38.0,930Mhz,350Mhz,16.0
1790423829,33.0,34.0,38.0,930Mhz,350Mhz,16.0
1790423830,33.0,34.0,38.0,930Mhz,350Mhz,16.0
1790423832,33.0,34.0,38.0,930Mhz,350Mhz,16.0
1790423833,33.0,34.0,39.0,930Mhz,350Mhz,16.0
1790423835,33.0,34.0,38.0,930Mhz,350Mhz,16.0
1790423836,33.0,34.0,38.0,930Mhz,350Mhz,16.0
1790423838,33.0,34.0,38.0,930Mhz,350Mhz,16.0
1790423839,33.0,34.0,38.0,930Mhz,350Mhz,16.0
1790423841,33.0,34.0,38.0,930Mhz,350Mhz,16.0
